timestamp,temp_c,icm_temp_c,pressure,raw_pres,humidity,raw_humidity,eco2,tvoc,raw_H2,raw_Eth,baseline_eco2,baseline_tvoc
2026-03-10 00:17:30.866151,24.565450222692952,26.66274013124584,1001.5602623859224,818.1230987704463,40.19152924430112,33.49135513178751,784.0952380952381,39263.23809523809,13321.857142857143,19134.666666666668,36901.0,42429.0
2026-03-10 00:18:00.892541,24.50570760310943,26.63219023823257,1001.6158091384988,818.1412478077189,40.470894176369946,33.77294846531793,789.741935483871,33799.709677419356,13314.193548387097,19213.58064516129,36901.0,42429.0
2026-03-10 00:18:30.892125,24.47294019950336,26.65537871124263,1001.6583355367434,818.1477066668585,40.46043797347,33.75742051787818,801.1612903225806,29438.09677419355,13304.645161290322,19275.354838709678,36901.0,42429.0
2026-03-10 00:19:00.866061,24.39631748271659,26.51470197498156,1001.6238252236283,818.1465798232957,40.54017709311009,33.83805911370994,796.483870967742,24635.612903225807,13311.58064516129,19349.83870967742,36901.0,42429.0
2026-03-10 00:19:30.866084,24.344849559217465,26.48842170557016,1001.6887093795773,818.1544818862026,40.33081548914309,33.62850482414288,791.6129032258065,20510.1935483871,13312.322580645161,19404.225806451614,36901.0,42429.0
2026-03-10 00:20:00.891095,24.272033252631267,26.44513655595136,1001.7113746705463,818.1680816622834,40.40040912218254,33.69991094390147,796.4193548387096,17194.354838709678,13310.774193548386,19455.774193548386,36901.0,42429.0
2026-03-10 00:20:30.866113,24.25846294669487,26.41885628653996,1001.6843696337584,818.1570394831112,40.50989305047506,33.80902385552062,805.6129032258065,16081.935483870968,13302.354838709678,19482.612903225807,36901.0,42429.0
2026-03-10 00:21:00.866048,24.239431425053137,26.355474460312443,1001.7271952642186,818.1728452568044,40.48425515098804,33.783012373836264,809.2903225806451,15235.967741935483,13299.41935483871,19516.516129032258,36901.0,42429.0
2026-03-10 00:21:30.866046,24.24356871228778,26.352382663911108,1001.7417818583757,818.1911696722506,40.69058111964885,33.98662822123801,805.0322580645161,14529.032258064517,13304.09677419355,19548.516129032258,36901.0,42429.0
2026-03-10 00:22:00.890634,24.25780098061002,26.364749849516468,1001.770244435915,818.1992456504138,40.420825903321095,33.715459114740774,796.6451612903226,13940.129032258064,13310.193548387097,19578.322580645163,36901.0,42429.0
2026-03-10 00:22:30.868292,24.271536776858884,26.36474984951647,1001.8013639962454,818.2068992546542,40.42643128905751,33.725567751551026,799.9354838709677,13134.354838709678,13305.58064516129,19609.09677419355,36901.0,42429.0
2026-03-10 00:23:00.892221,24.278983896310937,26.292092634084938,1001.7975981205519,818.2042903602567,40.386600696006425,33.6842628032865,807.0967741935484,12980.064516129032,13301.90322580645,19621.612903225807,36901.0,42429.0
2026-03-10 00:23:30.866119,24.30314566695597,26.245715688064802,1001.7781181154996,818.2001676821749,40.33476916097723,33.635735379256225,801.516129032258,12384.935483870968,13304.41935483871,19647.548387096773,36901.0,42429.0
2026-03-10 00:24:00.866059,24.50736257852423,26.319918801697003,1001.7430555962985,818.1717153073565,39.978335131632576,33.27038292674184,795.0645161290323,11785.09677419355,13310.064516129032,19675.25806451613,36901.0,42429.0
2026-03-10 00:24:30.869491,24.76867472937222,26.440498861349347,1001.7292754517734,818.1750233516682,39.51324057731818,32.808924355825894,795.3870967741935,11228.354838709678,13310.290322580646,19699.41935483871,36901.0,42429.0
2026-03-10 00:25:00.867182,24.885677951506356,26.567262513804376,1001.7786514852005,818.184056038447,39.20675315174865,32.50372673740059,795.8064516129032,10895.290322580646,13309.741935483871,19711.83870967742,36901.0,42429.0
2026-03-10 00:25:30.867951,24.902889186700417,26.643011525637263,1001.7738278833002,818.1899326315628,39.298957214851306,32.597009706629414,788.1935483870968,10393.516129032258,13314.193548387097,19736.41935483871,36901.0,42429.0
2026-03-10 00:26:00.871139,24.868632207770133,26.68475077705538,1001.7664199446383,818.1833789993511,39.24702153172698,32.54613680993118,794.6774193548387,10147.032258064517,13310.645161290322,19749.25806451613,36901.0,42429.0
2026-03-10 00:26:30.867616,24.793333094824302,26.748132603282897,1001.760265739939,818.1848095470802,39.519622181281804,32.81854971983412,803.0322580645161,10141.516129032258,13304.09677419355,19747.83870967742,36901.0,42429.0
2026-03-10 00:27:00.866047,24.706615072949187,26.732673621276188,1001.7078094879168,818.176576725239,39.67354519784667,32.96779299807674,808.6774193548387,10028.645161290322,13301.483870967742,19754.516129032258,36901.0,42429.0
2026-03-10 00:27:30.866137,24.647203341523568,26.732673621276188,1001.6636845122665,818.1537960740885,39.766298486428,33.062345337422556,803.3548387096774,9830.387096774193,13305.258064516129,19765.516129032258,36901.0,42429.0
2026-03-10 00:28:00.866094,24.6243654181026,26.729581824874842,1001.6273707509692,818.1437841140998,39.71888891821139,33.01691745208908,800.1290322580645,9414.58064516129,13306.612903225807,19781.967741935485,36901.0,42429.0
2026-03-10 00:28:30.867820,24.591432480772415,26.724944130272828,1001.6548312717126,818.150515757138,39.75458714851361,33.05390109587093,801.9677419354839,9241.451612903225,13303.58064516129,19789.8064516129,36901.0,42429.0
2026-03-10 00:29:00.866051,24.554858729454516,26.717214639269475,1001.686263644007,818.1509690372827,39.76937858131152,33.06631612923171,803.483870967742,9008.290322580646,13304.548387096775,19799.290322580644,36901.0,42429.0
2026-03-10 00:29:30.866057,24.488496442580775,26.737311315878202,1001.7170122671663,818.1835899919594,39.74498746922168,33.04087478758683,806.9677419354839,9010.838709677419,13299.709677419354,19800.322580645163,36901.0,42429.0
2026-03-10 00:30:00.866175,24.4272644465823,26.687842573456724,1001.7670735558398,818.1980936801775,39.90806209325475,33.21150788871294,815.0,9201.806451612903,13294.612903225807,19791.645161290322,36901.0,42429.0
2026-03-10 00:30:30.866086,24.378775355833273,26.635282034633903,1001.8143536467695,818.2095650012313,39.93867953238391,33.23257340690275,819.3870967741935,9264.677419354839,13290.677419354839,19788.90322580645,36901.0,42429.0
2026-03-10 00:31:00.867039,24.34352562382757,26.536344549790957,1001.770739545507,818.1879336523579,39.87426097095227,33.176107898414706,815.6774193548387,9008.290322580646,13295.58064516129,19801.870967741936,36901.0,42429.0
2026-03-10 00:31:30.866976,24.31191672110318,26.426585777543313,1001.7231077402088,818.1836423962167,39.96707722711464,33.262767993467165,820.5483870967741,8844.193548387097,13291.548387096775,19806.967741935485,36901.0,42429.0
2026-03-10 00:32:00.866909,24.279811354200994,26.367841645917803,1001.6908627589833,818.1728496584115,40.0171766178881,33.31849025761235,820.8387096774194,8733.806451612903,13292.0,19815.09677419355,36901.0,42429.0
2026-03-10 00:32:30.866037,24.2581319636102,26.346199071108423,1001.6615070734255,818.1440067115002,39.98386601665313,33.278646674626465,809.2903225806451,8379.09677419355,13299.967741935483,19828.0,36901.0,42429.0
2026-03-10 00:33:00.892253,24.24207928905455,26.30136802328897,1001.7295998055483,818.1815263878532,39.972872289647945,33.27182309069488,812.9032258064516,8341.290322580646,13296.741935483871,19829.677419354837,36901.0,42429.0
2026-03-10 00:33:30.866091,24.20401625599498,26.24262389166347,1001.8395042180301,818.2201702680239,39.976665136049846,33.27523030315653,810.7096774193549,8017.354838709677,13298.806451612903,19845.58064516129,36901.0,42429.0
2026-03-10 00:34:00.866088,24.19739659969984,26.251899280867487,1001.8470257079267,818.2287118830956,39.98539975758525,33.28238912601795,814.9677419354839,7889.903225806452,13296.967741935483,19849.612903225807,36901.0,42429.0
2026-03-10 00:34:30.868767,24.199217005398108,26.248807484466152,1001.79183538569,818.2064980689964,39.984831976336466,33.2846860328377,814.8709677419355,7884.129032258064,13294.774193548386,19851.774193548386,36901.0,42429.0
2026-03-10 00:35:00.890698,24.2248681763219,26.20088464024535,1001.798390698868,818.2259207685152,39.99117418876763,33.289582977420565,811.6774193548387,7621.548387096775,13298.741935483871,19863.25806451613,36901.0,42429.0
2026-03-10 00:35:30.867273,24.239596916755076,26.194701047442663,1001.7861489785043,818.1968646385297,39.87310780451541,33.17134637162599,808.8064516129032,7519.129032258064,13301.387096774193,19869.322580645163,36901.0,42429.0
2026-03-10 00:36:00.865997,24.392014747539033,26.205522334847362,1001.7859628468291,818.1929530213981,39.79835951275747,33.09478900315767,802.5483870967741,7162.129032258064,13305.129032258064,19886.548387096773,36901.0,42429.0
2026-03-10 00:36:30.866138,24.640252682606636,26.336923681904395,1001.7862548141816,818.1898547848101,39.49866774831682,32.79453359321544,804.8709677419355,7115.870967741936,13302.774193548386,19889.483870967742,36901.0,42429.0
2026-03-10 00:37:00.866029,24.741864949272337,26.425039879342638,1001.7722148616766,818.2037359446164,39.31968331707082,32.61716055297953,801.0645161290323,6994.935483870968,13305.838709677419,19893.90322580645,36901.0,42429.0
2026-03-10 00:37:30.891110,24.798959836818188,26.54716583719565,1001.7768950296855,818.197684803524,39.20953271847491,32.507740916387014,798.1612903225806,6945.419354838709,13307.774193548386,19902.09677419355,36901.0,42429.0
2026-03-10 00:38:00.866098,24.803097149269888,26.533252753389615,1001.771251047869,818.1910702235116,39.041493068402254,32.33519801073782,801.6451612903226,6874.741935483871,13304.709677419354,19909.516129032258,36901.0,42429.0
2026-03-10 00:38:30.866042,24.792340137252225,26.641465627436588,1001.8515288940501,818.2327730715123,39.070625347481275,32.366499195112404,797.6129032258065,6820.322580645161,13307.516129032258,19913.032258064515,36901.0,42429.0
2026-03-10 00:39:00.866259,24.746002253443528,26.627552543630554,1001.8410407198269,818.2274896714287,39.075185519784156,32.37320350283783,780.8387096774194,6605.5161290322585,13322.161290322581,19937.354838709678,36901.0,42429.0
2026-03-10 00:43:30.922004,24.230701750893786,26.651900440291133,1002.0551282147213,818.2978573580092,40.23807562543979,33.54565381314532,789.0,6260.0,13313.0,19963.75,36901.0,42429.0
2026-03-10 00:44:00.948089,24.196569143049043,26.50388068757686,1001.9117400428607,818.2632750428643,40.10608404549674,33.40215938140772,786.5806451612904,6349.096774193548,13316.645161290322,19957.870967741936,36901.0,42429.0
2026-03-10 00:44:30.923561,24.180020004362543,26.500788891175514,1001.9322928873646,818.253732919292,40.44058012710369,33.73737197073442,783.7741935483871,6284.419354838709,13318.483870967742,19967.935483870966,36901.0,42429.0
2026-03-10 00:45:00.923828,24.150231563262718,26.414218591937946,1001.939305124465,818.2539122638742,40.26388124037935,33.560279220444805,792.8709677419355,6445.612903225807,13313.129032258064,19952.225806451614,36901.0,42429.0
