timestamp,temp_c,pressure,humidity,eco2,tvoc,raw_H2,raw_Eth,baseline_eco2,baseline_tvoc
2026-02-19 21:18:00.303290,21.72162399403492,814.2352650697896,37.43650423335203,408.55555555555554,2.111111111111111,13556.555555555555,18839.666666666668,36764.833333333336,36883.555555555555
2026-02-19 21:19:00.288832,21.74318159988091,814.2415818687177,37.49198346176359,413.7049180327869,3.4754098360655736,13554.180327868853,19055.32786885246,36759.42622950819,37311.29508196721
2026-02-19 21:20:00.289298,21.742004201239354,814.251007908755,37.449573009566976,411.1311475409836,4.229508196721311,13545.88524590164,19171.344262295082,36732.524590163935,37540.016393442624
2026-02-19 21:21:00.287264,21.74570459712604,814.2647442888671,37.866471223888915,413.344262295082,5.60655737704918,13532.88524590164,19229.049180327867,36708.2131147541,37659.95081967213
2026-02-19 21:22:00.295459,21.755207887000488,814.2729595673067,38.53189655449613,414.21311475409834,5.737704918032787,13529.491803278688,19260.45901639344,36697.934426229505,37721.16393442623
2026-02-19 21:23:00.298628,21.768159275015694,814.2896775358945,38.98898985290799,413.0163934426229,5.934426229508197,13530.360655737704,19302.54098360656,36694.88524590164,37804.86885245902
2026-02-19 21:24:00.281214,21.78649306099969,814.2931876289592,39.21201538751518,403.4590163934426,5.098360655737705,13525.11475409836,19327.081967213115,36656.62295081967,37847.016393442624
2026-02-19 21:25:00.279948,21.765636277517693,814.2868200250622,39.4812125399957,400.1967213114754,5.80327868852459,13529.557377049181,19369.622950819674,36648.72131147541,37932.360655737706
2026-02-19 21:26:00.279121,21.755123787060032,814.2958852274627,40.15844216504697,400.0163934426229,6.409836065573771,13535.442622950819,19408.360655737706,36657.262295081964,38011.45901639344
2026-02-19 21:27:00.279058,21.769420773926914,814.292695469379,41.226682659442695,400.0163934426229,5.262295081967213,13540.983606557376,19441.803278688523,36667.770491803276,38078.18032786885
2026-02-19 21:28:00.279751,21.77724206781198,814.2710181938538,41.74234523602416,400.0983606557377,7.344262295081967,13541.311475409837,19457.524590163935,36676.901639344265,38109.262295081964
2026-02-19 21:29:00.279778,21.82139454620316,814.2861304729257,42.51245996225228,403.59016393442624,11.934426229508198,13534.672131147541,19466.950819672133,36678.57377049181,38139.688524590165
2026-02-19 21:30:00.281260,21.891449853431503,814.2726522574899,41.90414210652952,403.327868852459,18.18032786885246,13525.0,19455.67213114754,36652.57377049181,38139.67213114754
2026-02-19 21:31:00.298430,21.923828374926043,814.2697489451263,41.892640574754736,400.08196721311475,6.278688524590164,13537.754098360656,19497.245901639344,36657.39344262295,38185.80327868852
2026-02-19 21:32:00.278830,21.965037419758907,814.2867773051864,42.373083751878184,403.59016393442624,12.78688524590164,13532.016393442624,19511.967213114753,36663.524590163935,38230.55737704918
2026-02-19 21:33:00.280113,22.012722195313145,814.2997307861418,42.18053261275321,402.8688524590164,31.918032786885245,13521.311475409837,19479.213114754097,36637.65573770492,38225.60655737705
2026-02-19 21:34:00.279481,22.047203264113318,814.3111111952968,42.24230821832323,403.0655737704918,28.918032786885245,13517.524590163934,19476.72131147541,36621.81967213115,38213.60655737705
2026-02-19 21:35:00.279340,22.03366313551669,814.3159833872312,42.516046845316374,400.0,10.852459016393443,13535.737704918032,19511.475409836065,36627.983606557376,38225.065573770495
2026-02-19 21:36:00.279059,22.049978570578922,814.311287396656,42.198308976353175,400.0327868852459,12.37704918032787,13528.672131147541,19510.67213114754,36639.19672131148,38231.62295081967
2026-02-19 21:37:00.298372,22.065284806136212,814.3090757749069,42.3761620027149,400.42622950819674,7.278688524590164,13531.72131147541,19527.590163934427,36647.229508196724,38242.098360655735
2026-02-19 21:38:00.299222,22.057295287092842,814.2971799155679,42.3009141164568,400.27868852459017,6.950819672131147,13530.426229508197,19536.147540983606,36650.524590163935,38260.0
2026-02-19 21:39:00.282689,22.055192782235864,814.308661513522,42.85956638599758,400.7049180327869,6.065573770491803,13529.573770491803,19542.72131147541,36653.983606557376,38273.91803278688
2026-02-19 21:40:00.281503,22.098840794852386,814.3182187873465,43.05564550399726,401.57377049180326,7.852459016393443,13529.344262295082,19541.491803278688,36653.08196721312,38278.13114754098
2026-02-19 21:41:00.279752,22.10691441656052,814.3397710804203,43.15725092412153,400.0,2.639344262295082,13538.245901639344,19569.54098360656,36655.75409836065,38316.27868852459
2026-02-19 21:42:00.279244,22.101447900912255,814.3389452411726,43.625397600029245,400.1967213114754,3.8524590163934427,13540.245901639344,19587.93442622951,36665.40983606558,38351.40983606558
2026-02-19 21:43:00.279688,22.088328264889853,814.3368024462007,43.65887331469637,400.0983606557377,4.327868852459017,13544.377049180328,19600.60655737705,36675.688524590165,38380.50819672131
2026-02-19 21:44:00.278925,22.094467581526498,814.3530545623903,44.24871265681135,401.42622950819674,17.65573770491803,13540.475409836066,19587.426229508197,36682.45901639344,38396.29508196721
2026-02-19 21:45:00.279535,22.10464371006209,814.3759182791104,44.291938590202776,401.40983606557376,29.39344262295082,13532.540983606557,19564.09836065574,36668.72131147541,38384.80327868852
2026-02-19 21:46:00.283917,22.123398065692975,814.3923521128919,44.21372900663616,400.60655737704917,19.721311475409838,13533.196721311475,19571.60655737705,36662.95081967213,38372.80327868852
2026-02-19 21:47:00.282139,22.14257292631254,814.4626655365421,44.67568857603295,400.672131147541,6.278688524590164,13537.819672131147,19590.950819672133,36665.901639344265,38365.75409836065
2026-02-19 21:48:00.279265,22.169821420152953,814.5013868443982,44.879110988110014,400.5245901639344,5.754098360655738,13538.967213114754,19598.60655737705,36671.80327868852,38384.229508196724
